name	country	age	gender	playcount
annie_28	Poland	0	n	68442
RocioCD-	Chile	0	n	2142
ZenDude	United States	0	n	125475
starktargaryen	Brazil	0	n	4028
StevenWitch	Czech Republic	0	n	4249
dambrain	United States	0	n	5797
fevereb	Hungary	0	n	202805
louisaime	Cameroon	0	n	324109
CluckVe	Paraguay	0	n	19856
kiteracer	Czech Republic	0	n	55902
ChrisDarksteel		0	n	97853
efennberg	Russian Federation	0	n	39607
macjm	United States	0	n	33485
SelrahcD	France	0	n	266353
DoctrineX		0	n	55
jas1974	Zimbabwe	0	n	114664
bdpd	Japan	0	n	704022
doomlukas	Czech Republic	0	n	10938
franckbenoit	France	0	n	16031
cursingakenatan	Canada	0	n	17291
DoomyMadness	Czech Republic	0	n	18540
cummings	United Kingdom	0	n	249960
MUSICisLIFE631	United States	0	n	82914
hamzakrizorias	Morocco	0	n	20841
denizgiray		0	n	5327
to-mas	Slovakia	0	n	41365
nomi_jima	Greenland	0	n	10290
Frances_T		0	n	5464
isshi69nikkei	Poland	0	n	357203
senile_bael	Svalbard and Jan Mayen	0	n	61266
Isherwood	Czech Republic	0	n	89236
LosBambanos	Czech Republic	0	n	38967
marvel	Czech Republic	0	n	24211
deklyn21	Canada	0	n	45304
JCCiace	Italy	0	n	52136
LaugshatVI	Sweden	0	n	77105
boogiedoogi64		0	n	0
Aldencia	Poland	0	n	149417
Fifo0o0o	Slovakia	0	n	34529
Be3Al2Si6O18		0	n	0
shalafir	Spain	0	n	35739
kaajey	Slovakia	0	n	7394
betulienka	Slovakia	0	n	995
Infectious1	United Kingdom	0	n	106449
dkgmiz	Japan	0	n	35040
alexi1000	Germany	0	n	203378
Vega132	United States	0	n	70209
SLAERR	Russian Federation	0	n	2855
Laddin	Czech Republic	0	n	106913
Ahhaere	Germany	0	n	10
TheJonis	Sweden	0	n	65801
Victorzito	Brazil	0	n	16238
kemalius	Czech Republic	0	n	31367
Sidran001	Czech Republic	0	n	29287
raskte	Chile	0	n	79111
Isk0	United Kingdom	0	n	74906
NewBlackOrder14	Poland	0	n	46005
akirainbow	Japan	0	n	49507
MayumiStrange	Venezuela	0	n	76274
YourSheep	Czech Republic	0	n	26023
SquEeeK	Czech Republic	0	n	10501
BlisterAndCow	Czech Republic	0	n	15438
Swedish_Dwarf	Sweden	0	n	4196
sanyok_kh	Ukraine	0	n	222887
Lero_i_am_lera	Russian Federation	0	n	858
albus_lupa	Russian Federation	0	n	79605
myxoi	Poland	0	n	49163
Ukropnik	Russian Federation	0	n	572
claudiarockteix	Portugal	0	n	23109
UlvhedinGrom		0	n	146633
orchid333	Italy	0	n	8916
hollyattrill	United Kingdom	0	n	49294
Axeltjuh	Netherlands	0	n	45230
ceesaxp	Russian Federation	0	n	3699
TeajayTeage	United States	0	n	14620
Zgeof		0	n	13759
tregiorni	Italy	0	n	67050
baronTimoteff	Germany	0	n	65444
AlexisThomas944		0	n	0
MrArze	United Kingdom	0	n	22977
Valinadelsur	Spain	0	n	16956
abcbcaa		0	n	39092
Hugo-the-Cat	Austria	0	n	206574
GothNoel	Russian Federation	0	n	108844
munasmakcenom		0	n	6923
ZRashX	Spain	0	n	29865
Tamairrr	France	0	n	1788
Celeztilla	Chile	0	n	24548
autumn17	Germany	0	n	76154
gabizinhaak	Brazil	0	n	29672
rec_ord	Slovakia	0	n	4406
beranidlo	Czech Republic	0	n	37388
Flik48	Russian Federation	0	n	26125
viniciiusb	Brazil	0	n	89484
Yowaro	Slovakia	0	n	74697
Segrare	Australia	0	n	19554
FogeFogeBandido		0	n	16189
jamelpradanang	Indonesia	0	n	72127
louley	United States	0	n	159362
s_a_r_a_h_a		0	n	40813
fixinela	Slovakia	0	n	18379
LPAbdullah	United States	0	n	42130
akjaP	Czech Republic	0	n	103001
Kindness_Ksenia	Russian Federation	0	n	31082
DoOMsDaY_2018	Mexico	0	n	36132
BleedingTheSky	Canada	0	n	5125
IzgorCore	Macedonia	0	n	153594
clantogw	United States	0	n	36579
Thappaz	Norway	0	n	62620
audomatic	United States	0	n	5388
maten	Czech Republic	0	n	48736
Horvatus	Russian Federation	0	n	27627
OwnKillers	Switzerland	0	n	77460
Aliedora	Russian Federation	0	n	7024
aigaiga	Latvia	0	n	40642
ShakiFanatic	India	0	n	147588
thechitowncubs	United States	0	n	33617
Cru_1956	Italy	0	n	58921
diqno666	Spain	0	n	29834
ainodinho	Finland	0	n	56785
HoldenKolfild	Serbia	0	n	353466
Lathronniel	Macedonia	0	n	57963
NinaStahl	Germany	0	n	25502
RealScreamo	Germany	0	n	175066
larvadinosaura	Slovakia	0	n	4360
polmgdn	Russian Federation	0	n	33013
pauvre	Slovakia	0	n	18635
wiilfred	Chile	0	n	22242
DominaDoro	Germany	0	n	1093
Elya_Krab		0	n	37217
junkontheheart		0	n	489235
Kyprulez	Romania	0	n	81550
Rondon92		0	n	10638
AdolfoM	Portugal	0	n	121763
steelgolem	Germany	0	n	15153
bhelenb	Norway	0	n	28513
raphaelmg94	Brazil	0	n	107887
ftr89	Oman	0	n	6739
cheeze5		0	n	206793
roxdani07	United States	0	n	156603
CypressBill	Czech Republic	0	n	27589
ThorTheMighty	Poland	0	n	3869
metromnoise	Slovakia	0	n	27036
itwasapi		0	n	5115
MsScarletHarlot	United States	0	n	35262
TFPhoenixNL	Netherlands	0	n	138994
at5-5	Japan	0	n	25415
Lillith_Bathory	United Kingdom	0	n	3521
MashaArkona		0	n	0
Ramona_Anomar	Russian Federation	0	n	73021
SpecTazZz	Russian Federation	0	n	35309
Bay_Area_Sinner	Poland	0	n	37048
thea-and-music	Czech Republic	0	n	22286
Cloxeel	United States	0	n	29
lobsterfighter	Czech Republic	0	n	28646
WendyMoira	Croatia	0	n	40462
alexbohariuc	Romania	0	n	10516
NextDaySux	Kazakhstan	0	n	2847
Milly_Mitz	Serbia	0	n	86597
pegeltod	Germany	0	n	620
silent_enclave		0	n	239795
arthur_rutra		0	n	2723
Barule	Czech Republic	0	n	35334
fransciele	Brazil	0	n	9395
kakanec654	Slovakia	0	n	6949
Stas_yalta	Ukraine	0	n	192892
saaaah	Brazil	0	n	68923
kirdec	Bahrain	0	n	3
Macronprincess	Germany	0	n	3480
Jimmy-anarchy	Israel	0	n	13974
shroomer1999	United States	0	n	113005
_trop_	Czech Republic	0	n	2007
Mila4ka	Belarus	0	n	7103
jrgore	Brazil	0	n	283665
CircoloMagnolia	Italy	0	n	16
AtomicToaster24	United States	0	n	10293
Oblivionized	United Kingdom	0	n	23891
zuhe34		0	n	1119
Kosyakowa	Russian Federation	0	n	116642
SavvaI	Russian Federation	0	n	52410
PedrynhoPPC	Brazil	0	n	88305
RogerBLANKA	Brazil	0	n	17994
Arienuccia	Italy	0	n	65487
Krzysiek_Solar	Poland	0	n	66715
Deftones777	United States	0	n	5
Thailise_	Brazil	0	n	11372
spike75	Czech Republic	0	n	20719
sengie	Slovakia	0	n	40855
Einsk	Czech Republic	0	n	22126
Callifae	Slovakia	0	n	10251
Marine280395	Belgium	0	n	17646
Tygrik05	Czech Republic	0	n	73550
tormentil82	United Kingdom	0	n	96727
juki_haruki	Ukraine	0	n	43191
Troff_	Russian Federation	0	n	185
maseer2	Czech Republic	0	n	93851
j31lee	Canada	0	n	44547
boom05		0	n	892
louaychaer	Lebanon	0	n	29182
ViktorPalak	Czech Republic	0	n	59566
Demon37	Russian Federation	0	n	126717
Dair11	Czech Republic	0	n	49945
ozzy_bls	Poland	0	n	63128
Pomerancova	Czech Republic	0	n	65735
ciphered1nside	Slovakia	0	n	37944
Merseres	Finland	0	n	68835
NieWeszles	Poland	0	n	57432
kamjooo		0	n	29869
karrrr	Finland	0	n	24564
pet21fra	United Kingdom	0	n	68793
maryjaneptt	United States	0	n	12226
Elfga2658	Austria	0	n	7751
Angarothcz	Czech Republic	0	n	94949
lecolibri	Czech Republic	0	n	6500
maddie-g	Singapore	0	n	19067
turbo_MaCk	Czech Republic	0	n	37482
FFFUUU-	Russian Federation	0	n	48751
Fukking_Metal	Spain	0	n	4545
loncniko	Croatia	0	n	27749
rockersha_	Belarus	0	n	84479
Zlatovous	Czech Republic	0	n	72454
Hirike		0	n	2687
RavenEffect666	Finland	0	n	36061
foramomento	Paraguay	0	n	40290
pgeovanejr	Brazil	0	n	51323
Cechys	Czech Republic	0	n	22556
SushnyacK	Russian Federation	0	n	6347
Insvims	Norway	0	n	164792
muchelele	Slovakia	0	n	29608
CCDM_ZAC	United States	0	n	126359
adikikatara	Greece	0	n	10303
marllonfrizzo	Brazil	0	n	59639
User_error45		0	n	47337
crankyjack	Slovakia	0	n	38627
tt_reff	Russian Federation	0	n	17607
kolalito	Czech Republic	0	n	52998
petitoursmalade	France	0	n	58411
Vosel_Blount	Czech Republic	0	n	23333
Mr_Hmpft		0	n	130945
SSuvorov		0	n	47113
Chiwi13	Croatia	0	n	28526
yasio23	Poland	0	n	57448
c0rts	United Kingdom	0	n	13975
NoLongerQuiet	Germany	0	n	42497
qestforthebest	United Kingdom	0	n	105845
juve_von_holand	Czech Republic	0	n	65525
metalhaxn	Austria	0	n	34280
vidalog32	Brazil	0	n	312152
troblogdita	Portugal	0	n	48738
kyberdejv		0	n	372
MusicGiger		0	n	32
CymbalRapist	United Kingdom	0	n	54949
VanDerBazzar	United Kingdom	0	n	28407
blissfly	Czech Republic	0	n	38425
oroslav	Slovakia	0	n	23025
Nomack1	Czech Republic	0	n	43916
heathen13	United States	0	n	6622
Finalton	Netherlands	0	n	4501
EnriqueRogers	Spain	0	n	0
hpeJ	Costa Rica	0	n	44217
Aqi	Czech Republic	0	n	114126
lucijapobi	Croatia	0	n	12232
bosoMT		0	n	86
Hollie452	United Kingdom	0	n	80058
npyrin	Tajikistan	0	n	81439
electro_cute	Croatia	0	n	83574
WolvesOfWind	Italy	0	n	3933
aero_fall	Russian Federation	0	n	0
Jeelwert	Czech Republic	0	n	40054
Gale1985	United Kingdom	0	n	97587
scialquarantine		0	n	14911
Iammhollywood	Netherlands	0	n	52288
linthoron	Czech Republic	0	n	34631
asphyxiatedsoul	India	0	n	79663
delekt0r	Finland	0	n	17975
lifeinhisway83	United States	0	n	44531
Aljosa95		0	n	6721
TheRoyalNL	Netherlands	0	n	2836
petusss		0	n	35890
Ilix	Slovakia	0	n	14556
lean_low	Ukraine	0	n	45964
delmiero	Australia	0	n	59706
Blecki	Croatia	0	n	20872
Eillak	Australia	0	n	19579
inked4ever	Norway	0	n	74352
nycounterpoint	United States	0	n	59663
thebeatch	Sweden	0	n	163787
kalimerki	Czech Republic	0	n	16713
RedHarryW	Netherlands	0	n	138644
oberlim		0	n	11349
bukaco	Slovakia	0	n	57823
terivarhol_	Czech Republic	0	n	22507
hijackmaniac		0	n	278
GustavoAeon	Brazil	0	n	19
janikamariaana	Finland	0	n	21932
aplaceonearth		0	n	2140
Maxis0nfire	United Kingdom	0	n	104939
NunoCouto85	Portugal	0	n	27840
untitledzepplin	Nepal	0	n	135393
magdulik9	Slovakia	0	n	66087
mikepeccatum		0	n	14070
afarkas2508	Slovakia	0	n	29894
noizy_tribe	Slovakia	0	n	13990
zxefe	Finland	0	n	33311
Elviri4	Russian Federation	0	n	74721
xreflectionx	Czech Republic	0	n	50831
Kiit	Ukraine	0	n	34010
voitonlaulut	Poland	0	n	48004
amaikumiko	Slovakia	0	n	120
Xzhel		0	n	234131
steps6174		0	n	10360
Mathefus	Slovakia	0	n	43809
Metallouda	Greece	0	n	28441
Aoyama_Keito	Russian Federation	0	n	86548
mrscaramelle	Latvia	0	n	175580
HydrogenPeroxid	Germany	0	n	25210
stetecka	Czech Republic	0	n	27007
radiodubsakee	Netherlands	0	n	645990
bzzbzzwhobble	Germany	0	n	28663
DeadQ	Slovakia	0	n	89856
stilsicher	United States	0	n	15993
ltarilleYavetli	Mexico	0	n	90336
terkycca		0	n	2574
ditaaa	Czech Republic	0	n	9346
PhamilyJules	United States	0	n	56184
Haley_Allen	Poland	0	n	11673
btocher	United Kingdom	0	n	72796
gojira95	Ireland	0	n	49714
Imtiaz_RipOff	Australia	0	n	17569
alfonzoloya	Mexico	0	n	256258
Solio_Costil	Russian Federation	0	n	26777
immortalzest	Germany	0	n	42165
SoldierMarcos	Brazil	0	n	169385
EPhoenix	Croatia	0	n	36438
kosej		0	n	6060
Bassgodcc	United States	0	n	27638
darkwitch_metal	Mexico	0	n	49128
AnaalForsage	United States	0	n	98418
_Mina_	Sweden	0	n	129488
aleinad999	Czech Republic	0	n	117018
turban81	Czech Republic	0	n	742857
capule	Czech Republic	0	n	12162
inkmidget	Slovakia	0	n	1228
Corblimeyguvnor	United Kingdom	0	n	82788
CECHS0Rocker	United States	0	n	87456
Athenaaaaa		0	n	14545
Keanu73	Iran, Islamic Republic of	0	n	57788
LedaAndHerRaven		0	n	7191
nickelsoneva		0	n	312
chromAVrana	Slovakia	0	n	33976
ObsessedWeirdo		0	n	24820
vankacer	Slovakia	0	n	38455
heraldin	Slovakia	0	n	136352
Vojt2ch	Czech Republic	0	n	80230
Astarothgrind79		0	n	190184
nvstheworld		0	n	23241
RoyalCrimson	United Kingdom	0	n	124292
Novicane_15	United States	0	n	47546
hejty	Slovakia	0	n	144978
hXc_odX	Indonesia	0	n	49670
Murielana		0	n	16085
koubajka	Czech Republic	0	n	102085
TheFathomless		0	n	122229
936	Russian Federation	0	n	101117
fuckingbloom	Croatia	0	n	14304
elmira65	United Kingdom	0	n	42520
Heinientje	Netherlands	0	n	22954
biotonik		0	n	3956
OndOde	Czech Republic	0	n	18417
tomikvele	Czech Republic	0	n	6014
astrojuggernaut	Ukraine	0	n	45446
Jorats	Russian Federation	0	n	3381
Vikernes994	Macedonia	0	n	41205
Dis_Con_Nec_Ted	Denmark	0	n	111111
prote07	United States	0	n	3117
xBlueAce	Israel	0	n	32484
OndrejkoMora	Slovakia	0	n	8065
ildeposito	Italy	0	n	3753
shohan512	Bangladesh	0	n	25532
Mariolikesska	United States	0	n	63123
Greunlis	Czech Republic	0	n	92280
alex_robe		0	n	63553
polralahos	United States	0	n	0
Azathoth_Lord	Brazil	0	n	105
lapsiz	Bulgaria	0	n	101548
hopeofthefallen	Canada	0	n	45035
crimsonregret	United States	0	n	83631
ramonnaknows	Brazil	0	n	110676
garrettdwyer1		0	n	3779
Bia_Undomiel	Brazil	0	n	65262
AMindlessChrist	Iran, Islamic Republic of	0	n	32118
kandelabra		0	n	90359
belodrak	Czech Republic	0	n	60057
madellaine	Czech Republic	0	n	40661
yiannis32	United Kingdom	0	n	2
katcu580	Estonia	0	n	73265
gronld	Malta	0	n	263470
NihilInNihil	Czech Republic	0	n	62123
BMR-	Netherlands	0	n	72662
hancakrizala	Czech Republic	0	n	56755
Janka1	Czech Republic	0	n	7
firsthope	Turkey	0	n	7933
EverPaiin	Poland	0	n	20427
DIMOshok	Israel	0	n	38140
sailorbadass	Russian Federation	0	n	38330
gothhorro		0	n	0
astralfoot	Lithuania	0	n	74338
Th4nn7	Czech Republic	0	n	217513
Alexrealty	Belarus	0	n	174136
Dorayoudontknow		0	n	2929
ninacwilson	United Kingdom	0	n	16701
GreyComa	Sweden	0	n	157491
mala_zihernadla	Serbia	0	n	23661
summer_s_dream	Russian Federation	0	n	36945
Mookiie	Sweden	0	n	6654
Kuklis	Czech Republic	0	n	98954
The_NumBe	Russian Federation	0	n	231321
ASAPders		0	n	62816
DeformedChrist	Spain	0	n	154965
Itar11	Czech Republic	0	n	114426
TheSellafield	United Kingdom	0	n	33309
annashirley	Czech Republic	0	n	11414
StormJay	Czech Republic	0	n	123771
barbara_08	Austria	0	n	955
xXx_Sweetart_xX	Mexico	0	n	13360
norbertino1	Slovakia	0	n	30058
Freya88	Czech Republic	0	n	24282
WarabieckA		0	n	25241
Trexis	Poland	0	n	39211
baues		0	n	25047
Fritz_inferno	Ukraine	0	n	234
begoodalex	Sweden	0	n	10126
guitmann	Slovakia	0	n	38711
didiO_o	Slovakia	0	n	29756
Roniandthefog	Australia	0	n	11
Shroomec	Czech Republic	0	n	34471
otaviodorr_	Brazil	0	n	20234
sae	Iceland	0	n	161884
dipsomaniac666	New Zealand	0	n	81135
Ogneslava88	Russian Federation	0	n	22960
JaZelena	Czech Republic	0	n	42132
hardwareltd	Czech Republic	0	n	103713
Sheila_Templ	Ukraine	0	n	53334
MilosFil	Czech Republic	0	n	14166
theyllnever		0	n	3107
DeathCab4Sam	United Kingdom	0	n	153185
rock_star_31	United States	0	n	2
ChiquitaJuanita	Poland	0	n	59535
pixinator	Czech Republic	0	n	15943
kurepchik	Russian Federation	0	n	120847
OpusNeurae	Peru	0	n	200517
Mejibor	Ukraine	0	n	30543
Vaerulf	Slovakia	0	n	24057
DieKyo	Brazil	0	n	15222
Metal_Postal	Ukraine	0	n	40309
Qukusia	Poland	0	n	16580
MilPapasFritas	Argentina	0	n	34991
lost-dog77		0	n	13820
Bunia898	Poland	0	n	36092
Alo91	Germany	0	n	27775
Wound_Fuck	Poland	0	n	34234
Jalabhar	Italy	0	n	84465
treeofpain1	Czech Republic	0	n	64346
nmeradiolive	United Kingdom	0	n	581542
dryaoi	Sweden	0	n	72783
rg1976	Czech Republic	0	n	47625
ValerieRawrrr19		0	n	1860
msp360	United States	0	n	29926
_dumb_angel_	Brazil	0	n	33910
marlenjen	Denmark	0	n	5088
AdrianHyatt	United Kingdom	0	n	43961
mental_trash	Germany	0	n	16998
licor007	Slovakia	0	n	133809
milca_jnr	Brazil	0	n	60709
itsshoddy	Brazil	0	n	20883
dnovhorodov	Ukraine	0	n	26025
zulu-rat	Czech Republic	0	n	47707
barrish	Slovakia	0	n	40342
prajmus	Poland	0	n	82196
latwa_zdobycz	Germany	0	n	93758
nopantsman1393	United States	0	n	11549
QueenJennaBear	United States	0	n	202
mosi8855		0	n	14108
brutal-bass	Belarus	0	n	128012
Belzeek	Czech Republic	0	n	40410
Zoltanx	Antarctica	0	n	90607
SalwanSaif	Slovakia	0	n	13047
Serpent17097		0	n	8190
Drain-Demios	Serbia	0	n	65285
bloodyy_milk		0	n	282
talehaljeta	Bosnia and Herzegovina	0	n	20037
kwarkruler	Netherlands	0	n	43950
LuNiczKa	Czech Republic	0	n	154484
uuihuihu	Italy	0	n	73556
-DownDownDown-		0	n	66
Ferestade	Iran, Islamic Republic of	0	n	270954
Fil_da	Czech Republic	0	n	18251
ABA-Donna		0	n	147375
Genkaku	Germany	0	n	19336
Coonii	Chile	0	n	23836
S3rj_C	Romania	0	n	54958
Bestial-A	Tunisia	0	n	200469
madway	Czech Republic	0	n	12299
Mary-loup	France	0	n	112843
Jiggity27	United States	0	n	11560
Loessa	Brazil	0	n	35546
Jester_cz	Czech Republic	0	n	93294
martinsaitam	Slovakia	0	n	37497
RomJJke	Russian Federation	0	n	10964
Sarrgeras	Slovakia	0	n	28117
roalt	United States	0	n	179402
troncature	France	0	n	78333
Guilherme_P	Portugal	0	n	43631
GORI_VEDMA_GORI	Russian Federation	0	n	20350
ChimingSoul	Greece	0	n	70427
angusfretwell	Australia	0	n	57493
CarnivalOfLight	Turkey	0	n	82916
DigitalSuicide		0	n	32166
juliancooke1	United Kingdom	0	n	7293
d-a-a	Ukraine	0	n	22335
chundud	Korea, Republic of	0	n	20776
Moolaroo	United Kingdom	0	n	102767
Toad_Nation	United States	0	n	386650
Ripper_sk		0	n	96770
markycz	Czech Republic	0	n	85888
evickacka	Slovakia	0	n	10736
BunnyLune	Poland	0	n	25450
falsehorizon	Macedonia	0	n	46706
wokalko	Poland	0	n	41456
DER-MAGIER	Guatemala	0	n	69369
wilsonbenitez	Paraguay	0	n	69659
Kjiel_XIII	Italy	0	n	11
Ion13	Greece	0	n	12581
Junior-Edge	France	0	n	13113
Epatica	Japan	0	n	958213
Efimann	Russian Federation	0	n	23516
Vetisx	United States	0	n	8273
MetalUrge	India	0	n	14595
dexter1333	United States	0	n	20517
Iheartokiohotel		0	n	43408
miladmani	Iran, Islamic Republic of	0	n	52574
polarka_cz	Czech Republic	0	n	14971
r3jz	Czech Republic	0	n	14921
ZYRXXX	Peru	0	n	2910
CrystalLogiK	China	0	n	18016
federocks91	Italy	0	n	399
caspar83	Germany	0	n	48818
sibfaktor	Russian Federation	0	n	19568
FRANZDO	Spain	0	n	6905
postrockpl	Poland	0	n	164
fucklifex		0	n	18006
suomidomi	Slovakia	0	n	37218
Massn90	Denmark	0	n	63796
skychase	United Kingdom	0	n	2158
keraban	Brazil	0	n	56850
retrace_ghost		0	n	5554
Skanina	Germany	0	n	47924
Kalatsch	Russian Federation	0	n	1215
andhros15		0	n	83484
invincibleandan		0	n	28094
Jurek30	Spain	0	n	36228
igotshot10	United States	0	n	72715
JendaL0	Czech Republic	0	n	24565
Jasionne	Czech Republic	0	n	725
nebesa	Wallis and Futuna	0	n	43178
elchingolense	Argentina	0	n	115441
anulia	Russian Federation	0	n	19647
DeathDelirium89	United Kingdom	0	n	3122
Woytishek	Czech Republic	0	n	4997
Popelnikova	United Kingdom	0	n	54424
darknodel	Brazil	0	n	225547
papajaboy	Slovakia	0	n	18465
DrKiller	Czech Republic	0	n	129088
ForgottenWar	Italy	0	n	14790
DR3WFUS	Australia	0	n	30812
heyjkee	Russian Federation	0	n	58186
jonbj	Mexico	0	n	217817
Zamarck	Spain	0	n	2508
Bonnie_07	Russian Federation	0	n	22318
necrosnail	Slovakia	0	n	27290
waynemccauslin	United Kingdom	0	n	22608
VVint3r	Czech Republic	0	n	26559
unknown0o		0	n	8930
ZZqezza	Czech Republic	0	n	18803
JELITOcz	Czech Republic	0	n	9380
Andzin	Poland	0	n	60286
trollscryed	Brazil	0	n	35630
Syfller	Czech Republic	0	n	2115
Trior27	Finland	0	n	13284
ReeDoom	Slovakia	0	n	13742
textureshock	United States	0	n	78251
prog_obs	Turkey	0	n	68971
Jezura	Czech Republic	0	n	44128
odeljenje	Serbia	0	n	13300
stefanasseg	Austria	0	n	73134
Legion669	Poland	0	n	62690
Felippe_Garcia	Brazil	0	n	23975
hparreira	Portugal	0	n	65143
Dhania8	Czech Republic	0	n	26182
koreaPops	Russian Federation	0	n	4423
adgara	Mexico	0	n	47522
restinabyssus	Poland	0	n	3977
yooitsdiana	United States	0	n	49202
pedrocosta_	Brazil	0	n	81700
Shaodar	United States	0	n	80260
EhSaN71144	Iran, Islamic Republic of	0	n	4581
willight	France	0	n	33218
MashUpChAoS	Germany	0	n	98
pedro_henrique3	Brazil	0	n	103384
fliortia	United Kingdom	0	n	32090
Julicore91	Argentina	0	n	172512
Pegla-Stripy	Serbia	0	n	242065
sjgrovo	United States	0	n	4006
Isquieasssuus	Czech Republic	0	n	48079
ra1nb0w13	United States	0	n	36270
xParad0Xx	Australia	0	n	46867
javiktulu		0	n	6623
Stankata	Bulgaria	0	n	140108
freckle23	United States	0	n	3562
raferrreira	Brazil	0	n	60942
FacEtSpera	Ukraine	0	n	69925
milomila	Russian Federation	0	n	7114
theclipse		0	n	3540
Belenus311	Slovakia	0	n	36828
SilentWolf1154	Czech Republic	0	n	12472
Sava-deeb	Egypt	0	n	23196
docrivs	United States	0	n	61708
CitizenKnight85	United Kingdom	0	n	36103
Pi0L	Poland	0	n	117113
thedimsumkid		0	n	20932
evilhill	Slovakia	0	n	122190
Murtis84	Slovakia	0	n	28266
Lituus	United States	0	n	15080
liatkimchi	Germany	0	n	654
metal2805	Poland	0	n	78066
frozenaeons	United States	0	n	8695
HospyDS	Czech Republic	0	n	15032
luvkillz77	United States	0	n	36835
mantaskosmo	Lithuania	0	n	44496
Mesuge	Slovakia	0	n	4712
Boerenchou	Germany	0	n	17804
DMITRII_GHETTO	Russian Federation	0	n	527230
Faelan	Belgium	0	n	12179
Martz23	United Kingdom	0	n	3446
sylvainjojo	France	0	n	57074
kharachun0perun	Italy	0	n	12024
looseseal		0	n	28812
Kopfschuss1	Portugal	0	n	48950
OneDrunkWalking	United States	0	n	27492
terra-ryzing	Ukraine	0	n	310
amplific	United States	0	n	133523
thisisgrey	United Kingdom	0	n	43690
fscm	Portugal	0	n	92591
Linoria	Russian Federation	0	n	14166
civ3	Macedonia	0	n	39724
Raych7	United Kingdom	0	n	9342
BeyondTheHorror	Sweden	0	n	135374
Schop22		0	n	3981
bezicniKabel	Cuba	0	n	4464
gbisher	United States	0	n	56099
sushiorgy	Czech Republic	0	n	7153
pureDespair	Germany	0	n	28521
JaNordmann	Slovakia	0	n	6140
melymj4	United States	0	n	14153
Wumbologic	Netherlands	0	n	67509
golop	Czech Republic	0	n	173702
rhuta	Lithuania	0	n	12576
miafrepet		0	n	50792
crossxzor	Turkey	0	n	73646
Hook_Inc		0	n	108
pillshovel	United States	0	n	37400
AbRebel	Russian Federation	0	n	16512
OverMyCadaver7	United States	0	n	1379
mufto	Slovakia	0	n	549
golfokati		0	n	76030
Deadhorse_6	Argentina	0	n	8086
Rominicka	Romania	0	n	67526
Carco_Olka	Czech Republic	0	n	26988
makushka1	Russian Federation	0	n	28763
Toll_Suur	Russian Federation	0	n	37373
Jaribroham	Netherlands	0	n	54369
troublefoundme		0	n	9124
joshque	Turkey	0	n	4988
Strokarlos	Mexico	0	n	259507
Guis	Italy	0	n	98616
Schyzoid_Man	Moldova	0	n	216998
silver_delano	Russian Federation	0	n	4999
AfterglowRHCP	Czech Republic	0	n	35746
Vaanf	United States	0	n	10402
DragonOfShadow	United Kingdom	0	n	2498
alf00	Czech Republic	0	n	1572
selfade		0	n	28300
boltze55	Germany	0	n	8062
Erastaroth	United States	0	n	99601
LiuBao	Czech Republic	0	n	68099
Latar_	Belarus	0	n	214383
holjerman	United Kingdom	0	n	54880
PingPongGrinder	Germany	0	n	2841
MiserysPlace	Germany	0	n	42862
PinkPunkRabbit	Italy	0	n	23391
latharen	Czech Republic	0	n	100929
lordarkiss	Morocco	0	n	67
NudeVoice		0	n	52264
deadscriptor	India	0	n	2512
FactsVSFictions	Mexico	0	n	423929
orwin42	Slovakia	0	n	40229
blaklyons		0	n	7556
virgilamenra	Slovakia	0	n	1198
curacacao	Slovakia	0	n	110279
jarvincolina	Venezuela	0	n	158
JasonHsu	Taiwan	0	n	20809
kedlubna_obecna	Ukraine	0	n	16825
Mooreground	Czech Republic	0	n	74441
xsolysx	Spain	0	n	47056
Sammy-Dean	Brazil	0	n	451630
Dragonengel	Russian Federation	0	n	9266
leonex84fg	Italy	0	n	1240
Naberacka		0	n	2556
Aidik	Czech Republic	0	n	156658
necros138	Ukraine	0	n	142941
Fabuleuxj	Chile	0	n	1918
bjdj87	Liechtenstein	0	n	41011
SlayerdestroyeR	Italy	0	n	63282
indoronman	Indonesia	0	n	35857
DoctrDiesel	Russian Federation	0	n	24291
RedHeadMassacre		0	n	42
Michcalos	Czech Republic	0	n	10534
edde_o	United States	0	n	144974
IvoManchev	Bulgaria	0	n	27
ma_sol_2_u	Russian Federation	0	n	198489
JulienJirka	Czech Republic	0	n	80
overmind88	Russian Federation	0	n	48955
The_Coon933		0	n	47534
lotso	Czech Republic	0	n	136290
habbazoot	United States	0	n	144898
PiresMachine	Portugal	0	n	40173
Krtekat	Czech Republic	0	n	82740
Anabellmagic	Russian Federation	0	n	46510
xHARDERx	Mexico	0	n	207465
CreoMega	Russian Federation	0	n	61132
Teriiiiisek	Czech Republic	0	n	15187
Heitorwtf	Bahrain	0	n	19597
miss_bohemian	Sweden	0	n	13421
Tuffynka	Slovakia	0	n	2
Komandante84	Russian Federation	0	n	30
nakladacUhoriek	Slovakia	0	n	137
todaysart	Netherlands	0	n	92104
twobirds1stone	Belarus	0	n	46606
katvazgi	Armenia	0	n	35643
CaGe2012	Czech Republic	0	n	66171
Me2d	Czech Republic	0	n	476625
Knives-to-Show	Brazil	0	n	109882
malashiel	United States	0	n	133942
XxLastPathxX	Germany	0	n	625651
Dann_Adriel	Slovakia	0	n	164619
